player_name,team_name,match_no,goals,assists,xg,BCM,dribbles,Chances_Created
Michal Sadilek,Czechia,25,1,0,0.31,0,0,1
Michal Sadilek,Czechia,53,0,0,0.06,0,0,0
Michel Aebischer,Switzerland,5,0,0,0.24,1,0,3
Michel Aebischer,Switzerland,26,0,0,0.12,0,1,1
Michel Aebischer,Switzerland,50,0,0,0.0,0,1,0
Micky van de Ven,Netherlands,10,0,0,0.02,0,1,0
Micky van de Ven,Netherlands,33,0,0,0.0,0,0,1
Miguel Almiron,Paraguay,4,0,0,0.04,0,2,2
Miguel Almiron,Paraguay,32,0,0,0.0,0,2,0
Mike Maignan,France,17,0,0,0.0,0,0,0
Mike Maignan,France,42,0,0,0.0,0,0,0
Mike Maignan,France,61,0,0,0.0,0,0,0
Mikel Merino,Spain,13,0,0,0.1,0,0,2
Mikel Merino,Spain,37,0,0,0.05,0,0,1
Mikel Merino,Spain,64,0,0,0.0,0,0,0
Mikel Oyarzabal,Spain,13,0,0,0.5,0,0,1
Mikel Oyarzabal,Spain,37,2,1,0.8,0,3,1
Mikel Oyarzabal,Spain,64,0,0,0.02,0,0,0
Milad Mohammadi,Iran,16,0,0,0.0,0,0,0
Milad Mohammadi,Iran,38,0,0,0.0,0,0,1
Milad Mohammadi,Iran,65,0,0,0.12,0,4,1
Miles Robinson,USA,60,0,0,0.06,0,0,1
Miro Muheim,Switzerland,5,0,0,0.0,0,0,0
Mo Abualnadi,Jordan,20,0,0,0.0,0,0,0
Mohamed Abdelmonem,Egypt,40,0,0,0.0,0,0,0
Mohamed Abdelmonem,Egypt,65,0,0,0.0,0,0,0
Mohamed Amoura,Algeria,19,0,0,0.0,0,0,1
Mohamed Belhadj Mahmoud,Tunisia,12,0,0,0.0,0,0,0
Mohamed Belhadj Mahmoud,Tunisia,58,0,0,0.0,0,0,0
Mohamed Hany,Egypt,14,0,0,0.05,0,2,0
Mohamed Hany,Egypt,40,0,1,0.02,0,0,2
Mohamed Hany,Egypt,65,0,0,0.03,0,0,1
Mohamed Kanno,Saudi Arabia,15,0,0,0.11,0,0,0
Mohamed Kanno,Saudi Arabia,37,0,0,0.0,0,0,0
Mohamed Kanno,Saudi Arabia,63,0,0,0.12,1,1,0
Mohamed Naceur Almanai,Qatar,5,0,0,0.0,0,0,0
Mohamed Naceur Almanai,Qatar,27,0,0,0.0,0,0,0
Mohamed Naceur Almanai,Qatar,49,0,0,0.0,0,0,0
Mohamed Salah,Egypt,14,0,1,0.14,1,0,3
Mohamed Salah,Egypt,40,1,1,0.56,0,2,5
Mohamed Salah,Egypt,65,0,0,0.08,0,1,3
Mohamed Toure,Australia,8,0,0,0.05,0,2,1
Mohamed Toure,Australia,29,0,0,0.03,0,0,0
Mohammad Abu Zrayq,Jordan,44,0,0,0.0,0,0,0
Mohammad Abu Zrayq,Jordan,72,0,0,0.0,0,0,0
Mohammad Al Daoud,Jordan,20,0,0,0.0,0,1,0
Mohammad Ali Hasheesh,Jordan,44,0,0,0.0,0,0,0
Mohammad Ghorbani,Iran,65,0,0,0.17,1,1,0
Mohammad Mohebi,Iran,16,1,0,0.32,0,0,1
Mohammad Mohebi,Iran,38,0,0,0.0,0,0,0
Mohammad Mohebi,Iran,65,0,0,0.0,0,0,1
Mohammed Abu Al-Shamat,Saudi Arabia,15,0,0,0.0,0,0,0
Mohammed Abu Al-Shamat,Saudi Arabia,37,0,0,0.0,0,0,0
Mohammed Abu Al-Shamat,Saudi Arabia,63,0,0,0.04,0,0,0
Mohammed Al-Owais,Saudi Arabia,15,0,0,0.0,0,0,0
Mohammed Al-Owais,Saudi Arabia,37,0,0,0.0,0,0,0
Mohammed Al-Owais,Saudi Arabia,63,0,0,0.0,0,0,0
Mohanad Ali,Iraq,18,0,0,0.0,0,0,0
Mohanad Lasheen,Egypt,14,0,0,0.0,0,1,0
Mohanad Lasheen,Egypt,40,0,0,0.0,0,0,1
Mohanad Lasheen,Egypt,65,0,0,0.17,0,1,0
Mohannad Abu Taha,Jordan,20,0,0,0.0,0,1,1
Mohannad Abu Taha,Jordan,44,0,0,0.0,0,2,0
Mohannad Abu Taha,Jordan,72,0,0,0.04,0,1,0
Moise Bombito,Canada,27,0,0,0.0,0,0,0
Moises Caicedo,Ecuador,11,0,0,0.02,0,0,3
Moises Caicedo,Ecuador,35,0,0,0.04,0,1,4
Moises Caicedo,Ecuador,56,0,0,0.02,0,0,1
Mojmir Chytil,Czechia,2,0,0,0.0,0,0,1
Montassar Talbi,Tunisia,12,0,0,0.15,0,0,0
Montassar Talbi,Tunisia,36,0,0,0.0,0,0,0
Montassar Talbi,Tunisia,58,0,0,0.0,0,0,0
Morgan Rogers,England,22,0,0,0.0,0,0,2
Morgan Rogers,England,46,0,0,0.0,0,1,0
Morgan Rogers,England,68,0,0,0.0,0,1,1
Mortadha Ben Ouanes,Tunisia,58,0,0,0.0,0,0,0
Morten Thorsby,Norway,61,0,0,0.0,0,0,0
Mory Diaw,Senegal,43,0,0,0.0,0,1,0
Mory Diaw,Senegal,62,0,0,0.0,0,0,0
Mostafa Shobeir,Egypt,14,0,0,0.0,0,0,0
Mostafa Shobeir,Egypt,40,0,0,0.0,0,0,0
Mostafa Shobeir,Egypt,65,0,0,0.0,0,0,0
Mostafa Ziko,Egypt,14,0,0,0.16,0,0,1
Mostafa Ziko,Egypt,40,1,1,0.52,0,0,2
Mostafa Ziko,Egypt,65,0,0,0.04,0,0,1
Moteb Al-Harbi,Saudi Arabia,15,0,0,0.0,0,1,0
Moteb Al-Harbi,Saudi Arabia,37,0,0,0.0,0,0,0
Moteb Al-Harbi,Saudi Arabia,63,0,0,0.0,0,0,0
Mousa Tamari,Jordan,20,0,0,0.14,0,3,1
Mousa Tamari,Jordan,44,0,1,0.12,0,1,1
Mousa Tamari,Jordan,72,1,0,0.64,0,1,0
Moussa Niakhaté,Senegal,17,0,0,0.0,0,0,0
Moussa Niakhaté,Senegal,43,0,0,0.0,0,1,0
Moussa Niakhaté,Senegal,62,0,0,0.11,0,0,0
Musab Al Juwayr,Saudi Arabia,15,0,0,0.0,0,0,1
Musab Al Juwayr,Saudi Arabia,37,0,0,0.0,0,0,1
Musab Al Juwayr,Saudi Arabia,63,0,0,0.0,0,0,1
Mustafa Saadoon,Iraq,18,0,0,0.0,0,0,0
Nabil Bentaleb,Algeria,19,0,0,0.0,0,0,0
Nabil Bentaleb,Algeria,44,0,0,0.02,0,0,2
Nabil Bentaleb,Algeria,71,0,0,0.0,0,0,2
Nadiem Amiri,Germany,34,0,1,0.08,0,0,1
Nahuel Molina,Argentina,19,0,0,0.0,0,1,1
Nahuel Molina,Argentina,41,0,0,0.0,0,1,0
Nasser Al-Dawsari,Saudi Arabia,15,0,0,0.0,0,0,0
Nasser Al-Dawsari,Saudi Arabia,37,0,0,0.0,0,2,0
Nasser Al-Dawsari,Saudi Arabia,63,0,0,0.03,0,2,0
Nathan Ake,Netherlands,10,0,0,0.0,0,0,0
Nathan Ake,Netherlands,58,0,0,0.12,0,0,1
Nathan Ngoy,Belgium,14,0,0,0.0,0,1,0
Nathan Ngoy,Belgium,38,0,0,0.05,0,0,0
Nathan Patterson,Scotland,7,0,0,0.0,0,0,0
Nathan Patterson,Scotland,30,0,0,0.0,0,0,0
Nathan Patterson,Scotland,52,0,0,0.0,0,0,0
Nathan-Dylan Saliba,Canada,27,1,1,0.14,0,0,2
Nathan-Dylan Saliba,Canada,50,0,1,0.0,0,3,2
Nathanaël Mbuku,DR Congo,48,0,0,0.03,0,0,1
Nathanaël Mbuku,DR Congo,70,0,0,0.02,0,2,1
Nathaniel Brown,Germany,9,1,1,0.42,0,0,3
Nathaniel Brown,Germany,34,0,0,0.09,0,0,0
Nawaf Boushal,Saudi Arabia,15,0,0,0.0,0,0,0
Nawaf Boushal,Saudi Arabia,63,0,0,0.0,0,0,0
Neil El Aynaoui,Morocco,6,0,0,0.22,0,1,1
Neil El Aynaoui,Morocco,30,0,0,0.07,0,0,1
Neil El Aynaoui,Morocco,51,0,0,0.1,0,0,0
Nélson Semedo,Portugal,21,0,0,0.0,0,1,0
Nélson Semedo,Portugal,45,0,0,0.0,0,0,0
Nestory Irankunda,Australia,8,1,0,0.45,0,1,0
Nestory Irankunda,Australia,29,0,0,0.0,0,0,1
Nestory Irankunda,Australia,59,0,0,0.06,0,0,0
Neymar,Brazil,52,0,0,0.01,0,0,3
Ngal'ayel Mukau,DR Congo,21,0,0,0.0,0,1,0
Ngal'ayel Mukau,DR Congo,48,0,0,0.0,0,0,1
Ngal'ayel Mukau,DR Congo,70,0,0,0.02,0,0,0
Nico Elvedi,Switzerland,5,0,0,0.31,0,0,1
Nico Elvedi,Switzerland,26,0,0,0.0,0,0,1
Nico Elvedi,Switzerland,50,0,0,0.0,0,0,0
Nico O'Reilly,England,22,0,0,0.18,1,3,2
Nico O'Reilly,England,46,0,0,0.21,1,0,0
Nico O'Reilly,England,68,0,0,0.18,0,1,2
Nico Paz,Argentina,19,0,0,0.0,0,0,0
Nico Paz,Argentina,72,0,0,0.06,0,2,0
Nico Schlotterbeck,Germany,9,1,0,0.31,0,2,0
Nico Schlotterbeck,Germany,34,0,0,0.0,0,0,1
Nico Williams,Spain,13,0,0,0.0,0,0,0
Nico Williams,Spain,37,0,0,0.0,0,0,0
Nico Williams,Spain,64,0,0,0.0,0,0,0
Nicolás de la Cruz,Uruguay,15,0,0,0.15,0,0,4
Nicolás de la Cruz,Uruguay,39,0,0,0.01,0,0,0
Nicolás de la Cruz,Uruguay,64,0,0,0.02,0,1,0
Nicolás González,Argentina,19,0,1,0.0,0,0,1
Nicolás González,Argentina,41,0,0,0.28,1,1,0
Nicolas Jackson,Senegal,17,0,0,0.13,1,0,2
Nicolas Jackson,Senegal,43,0,1,0.25,0,0,1
Nicolas Jackson,Senegal,62,0,0,0.24,1,1,0
Nicolás Otamendi,Argentina,19,0,0,0.0,0,0,0
Nicolás Otamendi,Argentina,41,0,0,0.0,0,0,0
Nicolás Otamendi,Argentina,72,0,0,0.04,0,0,0
Nicolas Pepe,Ivory Coast,11,0,0,0.22,0,1,0
Nicolas Pepe,Ivory Coast,34,0,0,0.0,0,2,0
Nicolas Pepe,Ivory Coast,55,2,0,0.56,0,1,1
Nicolas Raskin,Belgium,14,0,0,0.0,0,0,1
Nicolas Raskin,Belgium,38,0,0,0.0,0,1,0
Nicolas Raskin,Belgium,66,0,1,0.0,0,0,1
Nicolas Seiwald,Austria,20,0,0,0.0,0,0,0
Nicolas Seiwald,Austria,41,0,0,0.0,0,0,1
Nicolas Seiwald,Austria,71,0,0,0.13,0,1,0
Nicolás Tagliafico,Argentina,41,0,0,0.0,0,0,0
Nicolás Tagliafico,Argentina,72,0,0,0.0,0,0,1
Niko Sigur,Canada,27,0,0,0.04,0,0,0
Nikola Katic,Bosnia and Herzegovina,3,0,0,0.0,0,0,0
Nikola Katic,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Nikola Katic,Bosnia and Herzegovina,49,0,0,0.07,0,0,0
Nikola Vasilj,Bosnia and Herzegovina,3,0,0,0.0,0,0,0
Nikola Vasilj,Bosnia and Herzegovina,26,0,0,0.0,0,0,0
Nikola Vasilj,Bosnia and Herzegovina,49,0,0,0.0,0,0,0
Nikola Vlašić,Croatia,22,0,0,0.0,0,0,0
Nikola Vlašić,Croatia,67,1,0,0.15,0,0,0
Nilson Angulo,Ecuador,11,0,0,0.0,0,0,1
Nilson Angulo,Ecuador,35,0,0,0.01,0,2,0
Nilson Angulo,Ecuador,56,1,0,0.03,0,4,1
Nishan Velupillay,Australia,8,0,0,0.0,0,0,0
Nishan Velupillay,Australia,29,0,0,0.0,0,0,1
Nizar Mahmoud Al-Rashdan,Jordan,20,0,0,0.0,0,4,1
Nizar Mahmoud Al-Rashdan,Jordan,44,1,0,0.39,1,1,0
Nizar Mahmoud Al-Rashdan,Jordan,72,0,0,0.0,0,1,0
Nkosinathi Sibisi,South Africa,1,0,0,0.0,0,0,0
Noa Lang,Netherlands,33,0,0,0.0,0,0,0
Noa Lang,Netherlands,58,0,0,0.0,0,1,0
Noah Sadiki,DR Congo,21,0,0,0.0,0,0,1
Noah Sadiki,DR Congo,48,0,0,0.0,0,0,0
Noah Sadiki,DR Congo,70,0,0,0.0,0,1,2
Noni Madueke,England,22,0,0,0.08,0,1,2
Noni Madueke,England,46,0,0,0.11,0,0,2
Noni Madueke,England,68,0,0,0.22,1,0,2
Noor Al-Deen Al Rawabdeh,Jordan,20,0,1,0.0,0,1,2
Noor Al-Deen Al Rawabdeh,Jordan,44,0,0,0.03,0,1,0
Noor Al-Deen Al Rawabdeh,Jordan,72,0,0,0.0,0,2,0
Noussair Mazraoui,Morocco,6,0,0,0.0,0,2,0
Noussair Mazraoui,Morocco,30,0,0,0.0,0,0,0
Noussair Mazraoui,Morocco,51,0,0,0.0,0,1,0
Nuno Da Costa,Cape Verde,13,0,0,0.0,0,0,0
Nuno Da Costa,Cape Verde,39,0,0,0.0,0,2,0
Nuno Da Costa,Cape Verde,63,0,0,0.03,0,1,1
Nuno Mendes,Portugal,21,0,0,0.0,0,1,0
Nuno Mendes,Portugal,45,1,0,0.17,0,2,3
Nuno Mendes,Portugal,69,0,0,0.0,0,1,3
Obed Vargas,Mexico,28,0,0,0.02,0,0,0
Obed Vargas,Mexico,53,0,0,0.0,0,0,0
Odeh Fakhoury,Jordan,20,0,0,0.04,0,1,2
Odeh Fakhoury,Jordan,44,0,0,0.0,0,0,0
Odeh Fakhoury,Jordan,72,0,0,0.02,0,0,0
Odiljon Khamrobekov,Uzbekistan,45,0,0,0.06,0,0,0
Odiljon Khamrobekov,Uzbekistan,70,0,0,0.0,0,0,0
Odilon Kossounou,Ivory Coast,11,0,0,0.0,0,0,0
Odilon Kossounou,Ivory Coast,34,0,0,0.0,0,1,0
Odilon Kossounou,Ivory Coast,55,0,0,0.0,0,0,0
Oguz Aydin,Türkiye,60,0,0,0.0,0,0,1
Ollie Watkins,England,68,0,0,0.0,0,0,0
Omar Alderete,Paraguay,4,0,0,0.0,0,0,1
Omar Alderete,Paraguay,32,0,0,0.01,0,0,0
Omar Alderete,Paraguay,59,0,0,0.0,0,0,0
Omar Marmoush,Egypt,14,0,0,0.49,0,4,1
Omar Marmoush,Egypt,40,0,0,0.12,0,2,1
Omar Marmoush,Egypt,65,0,0,0.04,0,1,0
Omar Rekik,Tunisia,12,1,0,0.03,0,0,0
Omar Rekik,Tunisia,36,0,0,0.0,0,0,1
Orbelin Pineda,Mexico,28,0,0,0.0,0,0,1
Ørjan Nyland,Norway,18,0,0,0.0,0,0,0
Ørjan Nyland,Norway,43,0,0,0.0,0,0,0
Orkun Kokcu,Türkiye,8,0,0,0.07,0,0,3
Orkun Kokcu,Türkiye,32,0,0,0.0,0,0,0
Orkun Kokcu,Türkiye,60,0,1,0.68,1,1,2
Orlando Gill,Paraguay,4,0,0,0.0,0,0,0
Orlando Gill,Paraguay,32,0,0,0.0,0,0,0
Orlando Gill,Paraguay,59,0,0,0.0,0,0,0
Orlando Mosquera,Panama,23,0,0,0.0,0,0,1
Orlando Mosquera,Panama,47,0,0,0.0,0,0,0
Orlando Mosquera,Panama,68,0,0,0.0,0,0,0
Oscar Bobb,Norway,18,0,0,0.0,0,0,1
Oscar Bobb,Norway,43,0,0,0.18,0,0,0
Oscar Bobb,Norway,61,0,0,0.32,1,1,0
Oston Urunov,Uzbekistan,24,0,0,0.0,0,1,0
Oston Urunov,Uzbekistan,70,0,0,0.0,0,0,0
Oswin Appollis,South Africa,1,0,0,0.0,0,0,0
Oswin Appollis,South Africa,25,0,0,0.02,0,2,0
Oswin Appollis,South Africa,54,0,0,0.03,0,1,0
Otabek Shukurov,Uzbekistan,24,0,0,0.0,0,1,1
Otabek Shukurov,Uzbekistan,45,0,0,0.05,0,0,0
Otabek Shukurov,Uzbekistan,70,0,0,0.0,0,0,0
Oumar Diakite,Ivory Coast,55,0,0,0.0,0,2,0
Ousmane Dembélé,France,17,0,0,0.03,0,0,0
Ousmane Dembélé,France,42,1,1,0.64,0,3,3
Ousmane Dembélé,France,61,3,0,0.29,0,0,2
Ousmane Diomande,Ivory Coast,55,0,0,0.0,0,0,0
Oussama Benbot,Algeria,71,0,0,0.0,0,0,0
Ozan Kabak,Türkiye,60,0,0,0.0,0,1,1
Pablo Gavi,Spain,13,0,0,0.05,0,0,0
Pape Gueye,Senegal,17,0,0,0.0,0,0,0
Pape Gueye,Senegal,43,0,0,0.0,0,0,0
Pape Gueye,Senegal,62,2,1,0.33,0,0,3
Pape Matar Sarr,Senegal,43,0,0,0.05,0,0,0
Pascal Gross,Germany,56,0,0,0.02,0,0,1
Pathé Ismaël Ciss,Senegal,17,0,0,0.0,0,0,0
Pathé Ismaël Ciss,Senegal,43,0,0,0.0,0,0,0
Pathé Ismaël Ciss,Senegal,62,0,0,0.24,1,0,0
Patrick Beach,Australia,8,0,0,0.0,0,0,0
Patrick Beach,Australia,29,0,0,0.0,0,0,0
Patrick Beach,Australia,59,0,0,0.0,0,1,0
Patrick Berg,Norway,18,0,0,0.0,0,0,0
Patrick Berg,Norway,43,0,1,0.0,0,2,1
Patrick Berg,Norway,61,0,0,0.07,0,0,1
Patrick Wimmer,Austria,20,0,0,0.0,0,0,0
Patrick Wimmer,Austria,41,0,0,0.09,0,0,0
Patrik Schick,Czechia,2,0,0,0.0,0,0,0
Patrik Schick,Czechia,25,0,0,0.2,2,0,0
Patrik Schick,Czechia,53,0,0,0.0,0,0,0
Pau Cubarsí,Spain,13,0,0,0.03,0,0,1
Pau Cubarsí,Spain,37,0,0,0.0,0,0,2
Pau Cubarsí,Spain,64,0,0,0.12,0,0,0
Paul Okon-Engstler,Australia,8,0,1,0.0,0,0,2
Paul Okon-Engstler,Australia,29,0,0,0.0,0,0,0
Paul Okon-Engstler,Australia,59,0,0,0.0,0,0,0
Paul Wanner,Austria,20,0,0,0.0,0,0,0
Paul Wanner,Austria,41,0,0,0.14,1,1,1
Paul Wanner,Austria,71,0,0,0.0,0,1,0
Pavel Sulc,Czechia,2,0,0,0.01,0,1,0
Pavel Sulc,Czechia,25,0,0,0.0,0,1,1
Pavel Sulc,Czechia,53,0,0,0.03,0,1,0
Pedri,Spain,13,0,0,0.1,0,3,5
Pedri,Spain,37,0,0,0.08,0,0,0
Pedri,Spain,64,0,0,0.0,0,1,1
Pedro Miguel,Qatar,5,0,0,0.0,0,1,0
Pedro Miguel,Qatar,27,0,0,0.0,0,1,0
Pedro Miguel,Qatar,49,0,0,0.22,1,0,0
Pedro Neto,Portugal,21,0,1,0.0,0,0,1
Pedro Neto,Portugal,45,0,0,0.0,0,1,0
Pedro Neto,Portugal,69,0,0,0.0,0,1,1
Pedro Porro,Spain,37,0,0,0.22,0,0,3
Pedro Vite,Ecuador,11,0,0,0.05,0,0,1
Pedro Vite,Ecuador,35,0,0,0.06,0,0,6
Pedro Vite,Ecuador,56,0,1,0.0,0,0,1
Pervis Estupinan,Ecuador,35,0,0,0.0,0,0,1
Pervis Estupinan,Ecuador,56,0,0,0.0,0,0,0
Petar Musa,Croatia,22,1,0,0.14,0,0,0
Petar Musa,Croatia,47,0,0,0.0,0,0,0
Petar Sučić,Croatia,22,0,1,0.01,0,1,1
Petar Sučić,Croatia,47,0,0,0.0,0,0,0
Petar Sučić,Croatia,67,1,0,0.04,0,0,1
Philipp Lienhart,Austria,20,0,0,0.0,0,0,0
Philipp Lienhart,Austria,71,0,0,0.11,0,0,0
Phillipp Mwene,Austria,20,0,0,0.0,0,0,1
Phillipp Mwene,Austria,71,0,0,0.05,0,0,1
Pico,Cape Verde,39,0,0,0.11,0,0,0
Pico,Cape Verde,63,0,0,0.14,0,0,0
Piero Hincapie,Ecuador,11,0,0,0.16,0,0,0
Piero Hincapie,Ecuador,35,0,0,0.34,1,1,2
Piero Hincapie,Ecuador,56,0,0,0.0,0,0,0
Prince Kwabena Adu,Ghana,23,0,0,0.0,0,0,0
Prince Kwabena Adu,Ghana,46,0,0,0.13,1,0,0
Promise David,Canada,3,0,1,0.04,0,0,1
Promise David,Canada,50,1,0,0.76,0,0,0
Quinten Timber,Netherlands,10,0,0,0.0,0,0,1
Rafael Leão,Portugal,21,0,0,0.0,0,0,1
Rafael Leão,Portugal,45,1,0,0.17,0,2,0
Rafael Leão,Portugal,69,0,0,0.04,0,3,0
Rafik Belghali,Algeria,19,0,0,0.0,0,0,1
Rafik Belghali,Algeria,44,0,0,0.03,0,2,1
Rafik Belghali,Algeria,71,1,0,0.11,0,1,1
Rahman Baba,Ghana,46,0,0,0.0,0,0,0
Rami Rabia,Egypt,14,0,0,0.0,0,0,0
Rami Rabia,Egypt,40,0,0,0.0,0,0,0
Rami Rabia,Egypt,65,0,0,0.0,0,0,0
Ramin Rezaeian,Iran,16,1,1,0.35,0,1,3
Ramin Rezaeian,Iran,38,0,0,0.0,0,0,2
Ramin Rezaeian,Iran,65,1,0,0.23,1,0,1
Ramiz Zerrouki,Algeria,19,0,0,0.0,0,0,0
Ramiz Zerrouki,Algeria,44,0,0,0.0,0,0,0
Ramon Sosa,Paraguay,4,0,0,0.0,0,0,0
Ramy Bensebaini,Algeria,19,0,0,0.0,0,0,0
Ramy Bensebaini,Algeria,44,0,0,0.05,0,1,0
Ramy Bensebaini,Algeria,71,0,0,0.02,0,0,0
Rani Khedira,Tunisia,12,0,0,0.02,0,0,0
Rani Khedira,Tunisia,36,0,0,0.0,0,0,0
Rani Khedira,Tunisia,58,0,0,0.0,0,0,0
Raphinha,Brazil,6,0,0,0.15,0,1,3
Raphinha,Brazil,31,0,0,0.25,0,0,0
Raul Jimenez,Mexico,1,1,0,0.81,0,0,2
Raul Jimenez,Mexico,28,0,0,0.28,1,0,0
Raul Rangel,Mexico,1,0,0,0.0,0,0,0
Raul Rangel,Mexico,28,0,0,0.0,0,0,0
Raul Rangel,Mexico,53,0,0,0.0,0,0,0
Rayan,Brazil,31,0,0,0.0,0,0,1
Rayan,Brazil,52,0,1,0.65,1,2,4
Rayan Aït-Nouri,Algeria,19,0,0,0.0,0,3,0
Rayan Aït-Nouri,Algeria,44,0,0,0.06,0,1,0
Rayan Aït-Nouri,Algeria,71,0,0,0.0,0,2,0
Rayan Cherki,France,17,0,0,0.0,0,0,0
Rayan Cherki,France,42,0,0,0.0,0,1,1
Rayan Cherki,France,61,0,0,0.0,0,0,0
Rebin Sulaka,Iraq,42,0,0,0.09,0,0,0
Rebin Sulaka,Iraq,62,0,0,0.0,0,0,0
Redouane Halhal,Morocco,51,0,0,0.0,0,0,0
Reece James,England,22,0,0,0.04,0,0,0
Reece James,England,46,0,0,0.0,0,0,2
Relebohile Mofokeng,South Africa,25,0,0,0.05,0,0,1
Relebohile Mofokeng,South Africa,54,0,0,0.08,0,0,4
Remo Freuler,Switzerland,5,0,0,0.0,0,0,1
Remo Freuler,Switzerland,26,0,0,0.01,0,1,1
Remo Freuler,Switzerland,50,0,0,0.0,0,0,0
Renato Veiga,Portugal,21,0,0,0.0,0,0,0
Renato Veiga,Portugal,45,0,0,0.0,0,0,0
Renato Veiga,Portugal,69,0,0,0.0,0,0,1
Ricardo Ade,Haiti,7,0,0,0.03,0,0,0
Ricardo Ade,Haiti,31,0,0,0.08,0,0,0
Ricardo Ade,Haiti,51,0,0,0.05,0,0,0
Ricardo Pepi,USA,4,0,0,0.09,0,0,1
Ricardo Pepi,USA,29,0,0,0.11,0,1,0
Ricardo Pepi,USA,60,0,0,0.2,0,0,1
