player_id,player_name,player_age,playing_role,team_name
1,Santiago Gimenez,25,Forward,Mexico
2,Raul Jimenez,35,Forward,Mexico
3,Julian Quinones,29,Forward,Mexico
4,Armando Gonzalez,23,Forward,Mexico
5,Roberto Alvarado,27,Forward,Mexico
6,Guillermo Martinez,31,Forward,Mexico
7,Gilberto Mora,17,Midfielder,Mexico
8,Edson Alvarez,28,Midfielder,Mexico
9,Obed Vargas,20,Midfielder,Mexico
10,Alvaro Fidalgo,29,Midfielder,Mexico
11,Cesar Huerta,25,Forward,Mexico
12,Alexis Vega,28,Forward,Mexico
13,Orbelin Pineda,30,Midfielder,Mexico
14,Brian Gutierrez,22,Forward,Mexico
15,Luis Chavez,30,Midfielder,Mexico
16,Johan Vasquez,27,Defender,Mexico
17,Mateo Chavez,22,Defender,Mexico
18,Cesar Montes,29,Defender,Mexico
19,Jorge Sanchez,28,Defender,Mexico
20,Israel Reyes,26,Defender,Mexico
21,Erik Lira,26,Defender,Mexico
22,Jesus Gallardo,31,Defender,Mexico
23,Luis Romo,30,Defender,Mexico
24,Guillermo Ochoa,40,Goalkeeper,Mexico
25,Raul Rangel,26,Goalkeeper,Mexico
26,Carlos Acevedo,30,Goalkeeper,Mexico
27,Lyle Foster,25,Forward,South Africa
28,Evidence Makgopa,26,Forward,South Africa
29,Iqraam Rayners,30,Forward,South Africa
30,Relebohile Mofokeng,21,Forward,South Africa
31,Oswin Appollis,24,Forward,South Africa
32,Themba Zwane,36,Forward,South Africa
33,Teboho Mokoena,29,Midfielder,South Africa
34,Tshepang Moremi,25,Forward,South Africa
35,Thalente Mbatha,26,Midfielder,South Africa
36,Kamogelo Sebelebele,23,Forward,South Africa
37,Siphephelo Sithole,27,Midfielder,South Africa
38,Jayden Adams,25,Midfielder,South Africa
39,Thapelo Maseko,23,Forward,South Africa
40,Mbekezeli Mbokazi,20,Defender,South Africa
41,Khuliso Mudau,31,Defender,South Africa
42,Nkosinathi Sibisi,30,Defender,South Africa
43,Aubrey Modiba,30,Defender,South Africa
44,Samukelo Kabini,22,Defender,South Africa
45,Khulumani Ndamane,22,Defender,South Africa
46,Ime Okon,22,Defender,South Africa
47,Bradley Cross,25,Defender,South Africa
48,Olwethu Makhanya,22,Defender,South Africa
49,Tholo Thabang Matuludi,27,Defender,South Africa
50,Ronwen Williams,34,Goalkeeper,South Africa
51,Sipho Chaine,29,Goalkeeper,South Africa
52,Ricardo Goss,32,Goalkeeper,South Africa
53,Son Heung-min,33,Forward,South Korea
54,Hyeon-gyu Oh,25,Forward,South Korea
55,Hwang Hee-chan,30,Forward,South Korea
56,Gue-sung Cho,28,Forward,South Korea
57,Yang Hyun-Jun,24,Forward,South Korea
58,Kang-in Lee,25,Forward,South Korea
59,Hwang In-beom,29,Midfielder,South Korea
60,Jae-sung Lee,33,Forward,South Korea
61,Jun-Ho Bae,22,Forward,South Korea
62,Seung Ho Paik,29,Midfielder,South Korea
63,Jens Castrop,22,Midfielder,South Korea
64,Ji-sung Eom,24,Forward,South Korea
65,Dong-gyeong Lee,28,Midfielder,South Korea
66,Lee Tae-seok,23,Midfielder,South Korea
67,Jin-gyu Kim,29,Midfielder,South Korea
68,Jin-seob Park,30,Midfielder,South Korea
69,Kim Min-jae,29,Defender,South Korea
70,Young-woo Seol,27,Defender,South Korea
71,Han-Beom Lee,23,Defender,South Korea
72,Kim Moon-hwan,30,Defender,South Korea
73,Kim Tae-hyeon,25,Defender,South Korea
74,Gi-Hyuk Lee,25,Defender,South Korea
75,Wi-je Cho,24,Defender,South Korea
76,Jo Hyeonwoo,34,Goalkeeper,South Korea
77,Kim Seung-gyu,35,Goalkeeper,South Korea
78,Song Bum-keun,28,Goalkeeper,South Korea
79,Patrik Schick,30,Forward,Czechia
80,Pavel Sulc,25,Forward,Czechia
81,Adam Hlozek,23,Forward,Czechia
82,Tomas Chory,31,Forward,Czechia
83,Jan Kuchta,29,Forward,Czechia
84,Lukas Provod,29,Forward,Czechia
85,Mojmir Chytil,27,Forward,Czechia
86,Tomas Soucek,31,Midfielder,Czechia
87,Michal Sadilek,27,Midfielder,Czechia
88,Vladimir Darida,35,Midfielder,Czechia
89,Lukas Cerv,25,Midfielder,Czechia
90,Denis Visinsky,23,Forward,Czechia
91,David Doudera,28,Forward,Czechia
92,Hugo Sochurek,18,Midfielder,Czechia
93,Alexandr Sojka,23,Midfielder,Czechia
94,Ladislav Krejci,27,Defender,Czechia
95,Vladimir Coufal,33,Defender,Czechia
96,David Jurasek,25,Defender,Czechia
97,Robin Hranac,26,Defender,Czechia
98,David Zima,25,Defender,Czechia
99,Tomas Holes,33,Defender,Czechia
100,Stepan Chaloupek,23,Defender,Czechia
101,Jaroslav Zeleny,33,Defender,Czechia
102,Matej Kovar,26,Goalkeeper,Czechia
103,Lukas Hornicek,23,Goalkeeper,Czechia
104,Jindrich Stanek,30,Goalkeeper,Czechia
105,Jonathan David,26,Forward,Canada
106,Promise David,24,Forward,Canada
107,Tani Oluwaseyi,26,Forward,Canada
108,Cyle Larin,31,Forward,Canada
109,Jayden Nelson,23,Forward,Canada
110,Tajon Buchanan,27,Forward,Canada
111,Ismael Kone,24,Midfielder,Canada
112,Stephen Eustaquio,29,Midfielder,Canada
113,Ali Ahmed,25,Forward,Canada
114,Nathan-Dylan Saliba,22,Midfielder,Canada
115,Liam Millar,26,Forward,Canada
116,Jacob Shaffelburg,26,Forward,Canada
117,Jonathan Osorio,33,Midfielder,Canada
118,Mathieu Choiniere,27,Midfielder,Canada
119,Alphonso Davies,25,Defender,Canada
120,Niko Sigur,22,Defender,Canada
121,Alistair Johnston,27,Defender,Canada
122,Derek Cornelius,28,Defender,Canada
123,Moise Bombito,26,Defender,Canada
124,Richie Laryea,31,Defender,Canada
125,Luc De Fougerolles,20,Defender,Canada
126,Joel Waterman,30,Defender,Canada
127,Alfie Jones,28,Defender,Canada
128,Dayne St. Clair,29,Goalkeeper,Canada
129,Maxime Crepeau,31,Goalkeeper,Canada
130,Owen Goodman,22,Goalkeeper,Canada
131,Edin Dzeko,40,Forward,Bosnia and Herzegovina
132,Esmir Bajraktarevic,21,Forward,Bosnia and Herzegovina
133,Ermedin Demirovic,28,Forward,Bosnia and Herzegovina
134,Haris Tabakovic,31,Forward,Bosnia and Herzegovina
135,Samed Bazdar,22,Forward,Bosnia and Herzegovina
136,Jovo Lukic,27,Forward,Bosnia and Herzegovina
137,Kerim Alajbegovic,18,Midfielder,Bosnia and Herzegovina
138,Benjamin Tahirovic,23,Midfielder,Bosnia and Herzegovina
139,Armin Gigovic,24,Midfielder,Bosnia and Herzegovina
140,Amir Hadziahmetovic,29,Midfielder,Bosnia and Herzegovina
141,Amar Memic,25,Forward,Bosnia and Herzegovina
142,Ivan Sunjic,29,Midfielder,Bosnia and Herzegovina
143,Ivan Basic,24,Midfielder,Bosnia and Herzegovina
144,Dzenis Burnic,28,Midfielder,Bosnia and Herzegovina
145,Ermin Mahmic,21,Midfielder,Bosnia and Herzegovina
146,Amar Dedic,23,Defender,Bosnia and Herzegovina
147,Tarik Muharemovic,23,Defender,Bosnia and Herzegovina
148,Sead Kolasinac,32,Defender,Bosnia and Herzegovina
149,Nikola Katic,29,Defender,Bosnia and Herzegovina
150,Nidal Celik,19,Defender,Bosnia and Herzegovina
151,Dennis Hadzikadunic,27,Defender,Bosnia and Herzegovina
152,Stjepan Radeljic,28,Defender,Bosnia and Herzegovina
153,Nihad Mujakic,28,Defender,Bosnia and Herzegovina
154,Nikola Vasilj,30,Goalkeeper,Bosnia and Herzegovina
155,Martin Zlomislic,27,Goalkeeper,Bosnia and Herzegovina
156,Mladen Jurkas,18,Goalkeeper,Bosnia and Herzegovina
157,Hassan Al Haydos,35,Forward,Qatar
158,Mohammed Muntari,32,Forward,Qatar
159,Tahsin Mohammed Jamshid,19,Forward,Qatar
160,Ahmed Alaaeldin,33,Forward,Qatar
161,Yusuf Abdurisag,26,Forward,Qatar
162,Akram Afif,29,Forward,Qatar
163,Almoez Ali,29,Forward,Qatar
164,Edmilson Junior,31,Forward,Qatar
165,Assim Madibo,29,Midfielder,Qatar
166,Karim Boudiaf,35,Midfielder,Qatar
167,Abdelaziz Hatem,35,Midfielder,Qatar
168,Ahmed Al-Ganehi,25,Forward,Qatar
169,Mohamed Naceur Almanai,22,Midfielder,Qatar
170,Ahmed Fathi,32,Midfielder,Qatar
171,Jassem Gaber Abdulsallam,24,Midfielder,Qatar
172,Pedro Miguel,35,Defender,Qatar
173,Boualem Khoukhi,35,Defender,Qatar
174,Homam Al-Amin,26,Defender,Qatar
175,Lucas Mendes,35,Defender,Qatar
176,Issa Laye,28,Defender,Qatar
177,Ayoub Al Oui,21,Defender,Qatar
178,Sultan Al-Brake,30,Defender,Qatar
179,Alhashmi Mohialdin,22,Defender,Qatar
180,Meshaal Barsham,28,Goalkeeper,Qatar
181,Salah Zakaria,27,Goalkeeper,Qatar
182,Mahmud Abunad,26,Goalkeeper,Qatar
183,Noah Okafor,26,Forward,Switzerland
184,Breel Embolo,29,Forward,Switzerland
185,Zeki Amdouni,25,Forward,Switzerland
186,Cedric Itten,29,Forward,Switzerland
187,Granit Xhaka,33,Midfielder,Switzerland
188,Ardon Jashari,23,Midfielder,Switzerland
189,Dan Ndoye,25,Forward,Switzerland
190,Johan Manzambi,20,Midfielder,Switzerland
191,Denis Zakaria,29,Midfielder,Switzerland
192,Ruben Vargas,27,Forward,Switzerland
193,Djibril Sow,29,Midfielder,Switzerland
194,Remo Freuler,34,Midfielder,Switzerland
195,Fabian Rieder,24,Forward,Switzerland
196,Michel Aebischer,29,Midfielder,Switzerland
197,Miro Muheim,28,Midfielder,Switzerland
198,Silvan Widmer,33,Midfielder,Switzerland
199,Christian Fassnacht,32,Forward,Switzerland
200,Manuel Akanji,30,Defender,Switzerland
201,Ricardo Rodriguez,33,Defender,Switzerland
202,Nico Elvedi,29,Defender,Switzerland
203,Aurele Amenda,22,Defender,Switzerland
204,Eray Comert,28,Defender,Switzerland
205,Luca Jaquez,23,Defender,Switzerland
206,Gregor Kobel,28,Goalkeeper,Switzerland
207,Yvon Mvogo,32,Goalkeeper,Switzerland
208,Marvin Keller,24,Goalkeeper,Switzerland
209,Vinicius Junior,25,Forward,Brazil
210,Neymar,34,Forward,Brazil
211,Endrick,19,Forward,Brazil
212,Matheus Cunha,27,Forward,Brazil
213,Gabriel Martinelli,24,Forward,Brazil
214,Igor Thiago,24,Forward,Brazil
215,Raphinha,29,Forward,Brazil
216,Casemiro,34,Midfielder,Brazil
217,Lucas Paqueta,28,Midfielder,Brazil
218,Rayan,19,Forward,Brazil
219,Bruno Guimaraes,28,Midfielder,Brazil
220,Wesley,22,Forward,Brazil
221,Luiz Henrique,25,Forward,Brazil
222,Danilo Santos,25,Midfielder,Brazil
223,Fabinho,32,Midfielder,Brazil
224,Ederson Moraes,26,Midfielder,Brazil
225,Gabriel Magalhaes,28,Defender,Brazil
226,Marquinhos,32,Defender,Brazil
227,Danilo,34,Defender,Brazil
228,Alex Sandro,35,Defender,Brazil
229,Leo Pereira,30,Defender,Brazil
230,Bremer,29,Defender,Brazil
231,Douglas Santos,32,Defender,Brazil
232,Roger Ibanez,27,Defender,Brazil
233,Alisson,33,Goalkeeper,Brazil
234,Ederson,32,Goalkeeper,Brazil
235,Weverton,38,Goalkeeper,Brazil
236,Ayoub El Kaabi,32,Forward,Morocco
237,Soufiane Rahimi,30,Forward,Morocco
238,Ayoube Amaimouni Echghouyab,21,Forward,Morocco
239,Brahim Diaz,26,Forward,Morocco
240,Abdessamad Ezzalzouli,24,Forward,Morocco
241,Azzedine Ounahi,26,Midfielder,Morocco
242,Bilal El Khannouss,22,Midfielder,Morocco
243,Ismael Saibari,25,Forward,Morocco
244,Sofyan Amrabat,29,Midfielder,Morocco
245,Neil El Aynaoui,24,Midfielder,Morocco
246,Chemsdine Talbi,21,Forward,Morocco
247,Gessime Yassine,20,Midfielder,Morocco
248,Ayyoub Bouaddi,18,Midfielder,Morocco
249,Samir El Mourabet,20,Midfielder,Morocco
250,Achraf Hakimi,27,Defender,Morocco
251,Noussair Mazraoui,28,Defender,Morocco
252,Nayef Aguerd,30,Defender,Morocco
253,Chadi Riad,23,Defender,Morocco
254,Anass Salah-Eddine,24,Defender,Morocco
255,Issa Diop,29,Defender,Morocco
256,Youssef Belammari,27,Defender,Morocco
257,Zakaria El Ouahdi,24,Defender,Morocco
258,Redouane Halhal,23,Defender,Morocco
259,Bono,35,Goalkeeper,Morocco
260,Munir El Kajoui,37,Goalkeeper,Morocco
261,Ahmed Reda Tagnaouti,30,Goalkeeper,Morocco
262,Wilson Isidor,25,Forward,Haiti
263,Duckens Nazon,32,Forward,Haiti
264,Frantzdy Pierrot,31,Forward,Haiti
265,Louicius Don Deedson,25,Forward,Haiti
266,Lenny Joseph,25,Forward,Haiti
267,Yassin Fortune,27,Forward,Haiti
268,Derrick Etienne,29,Forward,Haiti
269,Jean-Ricner Bellegarde,27,Forward,Haiti
270,Josue Casimir,24,Forward,Haiti
271,Ruben Providence,24,Forward,Haiti
272,Danley Jean Jacques,26,Midfielder,Haiti
273,Leverton Pierre,28,Midfielder,Haiti
274,Woodensky Pierre,21,Midfielder,Haiti
275,Dominique Simon,25,Midfielder,Haiti
276,Carlens Arcus,29,Defender,Haiti
277,Ricardo Ade,36,Defender,Haiti
278,Hannes Delcroix,27,Defender,Haiti
279,Duke Lacroix,32,Defender,Haiti
280,Jean-Kevin Duverne,28,Defender,Haiti
281,Martin Experience,27,Defender,Haiti
282,Carl Fred Sainte,23,Defender,Haiti
283,Keeto Thermoncy,20,Defender,Haiti
284,Wilguens Paugain,24,Defender,Haiti
285,Johny Placide,38,Goalkeeper,Haiti
286,Alexandre Pierre,25,Goalkeeper,Haiti
287,Josue Duverger,26,Goalkeeper,Haiti
288,Che Adams,29,Forward,Scotland
289,Lawrence Shankland,30,Forward,Scotland
290,Lyndon Dykes,30,Forward,Scotland
291,George Hirst,27,Forward,Scotland
292,Ross Stewart,29,Forward,Scotland
293,Scott McTominay,29,Midfielder,Scotland
294,Ben Gannon-Doak,20,Forward,Scotland
295,John McGinn,31,Midfielder,Scotland
296,Tyler Fletcher,19,Midfielder,Scotland
297,Lewis Ferguson,26,Midfielder,Scotland
298,Findlay Curtis,19,Midfielder,Scotland
299,Ryan Christie,31,Midfielder,Scotland
300,Kenny McLean,34,Midfielder,Scotland
301,Andy Robertson,32,Defender,Scotland
302,Kieran Tierney,29,Defender,Scotland
303,Scott McKenna,29,Defender,Scotland
304,Aaron Hickey,24,Defender,Scotland
305,Nathan Patterson,24,Defender,Scotland
306,Tony Ralston,27,Defender,Scotland
307,John Souttar,29,Defender,Scotland
308,Jack Hendry,31,Defender,Scotland
309,Grant Hanley,34,Defender,Scotland
310,Dominic Hyam,30,Defender,Scotland
311,Angus Gunn,30,Goalkeeper,Scotland
312,Liam Kelly,30,Goalkeeper,Scotland
313,Craig Gordon,43,Goalkeeper,Scotland
314,Christian Pulisic,27,Forward,USA
315,Folarin Balogun,24,Forward,USA
316,Ricardo Pepi,23,Forward,USA
317,Haji Wright,28,Forward,USA
318,Tim Weah,26,Forward,USA
319,Weston McKennie,27,Midfielder,USA
320,Malik Tillman,24,Midfielder,USA
321,Giovanni Reyna,23,Midfielder,USA
322,Tyler Adams,27,Midfielder,USA
323,Brenden Aaronson,25,Midfielder,USA
324,Alex Zendejas,28,Forward,USA
325,Sebastian Berhalter,25,Midfielder,USA
326,Cristian Roldan,31,Midfielder,USA
327,Maximilian Arfsten,25,Forward,USA
328,Sergino Dest,25,Defender,USA
329,Antonee Robinson,28,Defender,USA
330,Chris Richards,26,Defender,USA
331,Joe Scally,23,Defender,USA
332,Auston Trusty,27,Defender,USA
333,Alexander Freeman,21,Defender,USA
334,Mark McKenzie,27,Defender,USA
335,Tim Ream,38,Defender,USA
336,Miles Robinson,29,Defender,USA
337,Matt Turner,31,Goalkeeper,USA
338,Matthew Freese,27,Goalkeeper,USA
339,Chris Brady,22,Goalkeeper,USA
340,Ramon Sosa,26,Forward,Paraguay
341,Antonio Sanabria,30,Forward,Paraguay
342,Alex Arce,30,Forward,Paraguay
343,Isidro Pitta,26,Forward,Paraguay
344,Gabriel Avalos,35,Forward,Paraguay
345,Julio Enciso,22,Forward,Paraguay
346,Diego Gomez,23,Midfielder,Paraguay
347,Miguel Almiron,32,Forward,Paraguay
348,Mauricio,24,Midfielder,Paraguay
349,Damian Bobadilla,24,Midfielder,Paraguay
350,Matias Galarza,24,Midfielder,Paraguay
351,Gustavo Caballero,24,Forward,Paraguay
352,Alejandro Romero,31,Midfielder,Paraguay
353,Andres Cubas,30,Midfielder,Paraguay
354,Braian Ojeda,25,Midfielder,Paraguay
355,Gustavo Gomez,33,Defender,Paraguay
356,Omar Alderete,29,Defender,Paraguay
357,Junior Alonso,33,Defender,Paraguay
358,Fabian Balbuena,34,Defender,Paraguay
359,Juan Caceres,26,Defender,Paraguay
360,Gustavo Velazquez,35,Defender,Paraguay
361,Alexandro Maidana,20,Defender,Paraguay
362,Jose Canale,29,Defender,Paraguay
363,Roberto Fernandez,38,Goalkeeper,Paraguay
364,Orlando Gill,25,Goalkeeper,Paraguay
365,Gaston Olveira,33,Goalkeeper,Paraguay
366,Nestory Irankunda,20,Forward,Australia
367,Mohamed Toure,22,Forward,Australia
368,Tete Yengi,25,Forward,Australia
369,Cristian Volpato,22,Forward,Australia
370,Jackson Irvine,33,Midfielder,Australia
371,Ajdin Hrustic,29,Midfielder,Australia
372,Awer Mabil,30,Forward,Australia
373,Nishan Velupillay,25,Forward,Australia
374,Cameron Devlin,28,Midfielder,Australia
375,Connor Metcalfe,26,Midfielder,Australia
376,Mathew Leckie,35,Forward,Australia
377,Paul Okon-Engstler,21,Midfielder,Australia
378,Aiden O'Neill,27,Midfielder,Australia
379,Kai Trewin,25,Midfielder,Australia
380,Jacob Italiano,24,Midfielder,Australia
381,Alessandro Circati,22,Defender,Australia
382,Jordan Bos,23,Defender,Australia
383,Harry Souttar,27,Defender,Australia
384,Aziz Behich,35,Defender,Australia
385,Milos Degenek,32,Defender,Australia
386,Lucas Herrington,18,Defender,Australia
387,Cameron Burgess,30,Defender,Australia
388,Jason Geria,33,Defender,Australia
389,Mathew Ryan,34,Goalkeeper,Australia
390,Paul Izzo,31,Goalkeeper,Australia
391,Patrick Beach,22,Goalkeeper,Australia
392,Kenan Yildiz,21,Forward,Türkiye
393,Kerem Akturkoglu,27,Forward,Türkiye
394,Deniz Gul,21,Forward,Türkiye
395,Arda Guler,21,Forward,Türkiye
396,Hakan Calhanoglu,32,Midfielder,Türkiye
397,Orkun Kokcu,25,Midfielder,Türkiye
398,Baris Alper Yilmaz,26,Forward,Türkiye
399,Can Uzun,20,Midfielder,Türkiye
400,Yunus Akgun,25,Forward,Türkiye
401,Irfan Can Kahveci,30,Midfielder,Türkiye
402,Oguz Aydin,25,Forward,Türkiye
403,Ismail Yuksek,27,Midfielder,Türkiye
404,Salih Ozcan,28,Midfielder,Türkiye
405,Ferdi Kadioglu,26,Defender,Türkiye
406,Abdulkerim Bardakci,31,Defender,Türkiye
407,Eren Elmali,25,Defender,Türkiye
408,Merih Demiral,28,Defender,Türkiye
409,Kaan Ayhan,31,Defender,Türkiye
410,Caglar Soyuncu,30,Defender,Türkiye
411,Zeki Celik,29,Defender,Türkiye
412,Mert Muldur,27,Defender,Türkiye
413,Ozan Kabak,26,Defender,Türkiye
414,Samet Akaydin,32,Defender,Türkiye
415,Altay Bayindir,28,Goalkeeper,Türkiye
416,Ugurcan Cakir,30,Goalkeeper,Türkiye
417,Mert Gunok,37,Goalkeeper,Türkiye
418,Kai Havertz,26,Forward,Germany
419,Nick Woltemade,24,Forward,Germany
