PLAYER,POSITION,TEAM,GOALS,ASSISTS,xG,BCM,DRIBBLES,CHANCES_CREATED,TACKLES,RECOVERIES,SAVES
Lukas Provod,Forward,Czechia,0.0,0.0,0.03,0.0,1.0,1.0,3.0,2.0,0.0
Lyle Foster,Forward,South Africa,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Lyndon Dykes,Forward,Scotland,0.0,0.0,0.14,0.0,0.0,0.0,1.0,1.0,0.0
Maghnes Akliouche,Forward,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mahdi Torabi,Forward,Iran,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Mahmoud Al-Mardi,Midfielder,Jordan,0.0,0.0,0.07,0.0,1.0,1.0,1.0,5.0,0.0
Mahmoud Saber,Midfielder,Egypt,1.0,0.0,0.14,0.0,1.0,1.0,0.0,2.0,0.0
Mahmoud Trezeguet,Forward,Egypt,1.0,1.0,0.31,0.0,4.0,1.0,0.0,9.0,0.0
Mahmud Abunad,Goalkeeper,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0
Malick Thiaw,Defender,Germany,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Malik Tillman,Midfielder,USA,0.0,1.0,0.64,1.0,3.0,5.0,3.0,12.0,0.0
Malo Gusto,Defender,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manaf Younis,Defender,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Manu Koné,Midfielder,France,0.0,0.0,0.14,1.0,1.0,1.0,5.0,11.0,0.0
Manuel Akanji,Defender,Switzerland,0.0,0.0,0.27,0.0,1.0,3.0,6.0,13.0,0.0
Manuel Neuer,Goalkeeper,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0
Manuel Ugarte,Midfielder,Uruguay,0.0,0.0,0.06,0.0,1.0,2.0,3.0,10.0,0.0
Marc Cucurella,Defender,Spain,0.0,0.0,0.3,1.0,2.0,2.0,2.0,5.0,0.0
Marc Guéhi,Defender,England,0.0,0.0,0.17,0.0,0.0,1.0,0.0,8.0,0.0
Marcel Sabitzer,Midfielder,Austria,1.0,0.0,0.3,0.0,2.0,3.0,4.0,12.0,0.0
Marco Friedl,Defender,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marco Pašalić,Forward,Croatia,0.0,0.0,0.8,2.0,5.0,1.0,3.0,7.0,0.0
Marcos Llorente,Defender,Spain,0.0,1.0,0.0,0.0,1.0,4.0,6.0,10.0,0.0
Marcos Senesi,Defender,Argentina,0.0,0.0,0.28,1.0,0.0,0.0,0.0,4.0,0.0
Marcus Pedersen,Midfielder,Norway,1.0,0.0,0.13,0.0,0.0,1.0,1.0,1.0,0.0
Marcus Rashford,Forward,England,1.0,0.0,0.32,0.0,2.0,1.0,1.0,6.0,0.0
Marcus Thuram,Forward,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin Pongračić,Defender,Croatia,0.0,0.0,0.09,0.0,0.0,0.0,4.0,6.0,0.0
Mario Pašalić,Midfielder,Croatia,0.0,0.0,0.11,0.0,0.0,0.0,1.0,6.0,0.0
Mark McKenzie,Defender,USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Marko Arnautović,Forward,Austria,2.0,0.0,1.88,1.0,0.0,1.0,2.0,2.0,0.0
Marko Farji,Midfielder,Iraq,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
Marko Stamenić,Midfielder,New Zealand,0.0,0.0,0.13,0.0,2.0,3.0,2.0,14.0,0.0
Marquinhos,Defender,Brazil,0.0,0.0,0.09,0.0,0.0,0.0,2.0,10.0,0.0
Martin Baturina,Midfielder,Croatia,1.0,0.0,0.07,0.0,9.0,3.0,3.0,12.0,0.0
Martin Experience,Defender,Haiti,0.0,0.0,0.02,0.0,0.0,2.0,10.0,15.0,0.0
Martin Ødegaard,Midfielder,Norway,0.0,2.0,0.79,1.0,0.0,2.0,3.0,6.0,0.0
Marvin Senaya,Defender,Ghana,0.0,0.0,0.07,0.0,0.0,0.0,18.0,4.0,0.0
Marwan Attia,Midfielder,Egypt,0.0,0.0,0.03,0.0,0.0,3.0,3.0,17.0,0.0
Matej Kovar,Goalkeeper,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0
Mateo Chavez,Defender,Mexico,1.0,0.0,0.43,0.0,2.0,1.0,1.0,4.0,0.0
Mateo Kovačić,Midfielder,Croatia,0.0,1.0,0.08,0.0,0.0,1.0,4.0,4.0,0.0
Matheus Cunha,Forward,Brazil,3.0,0.0,1.22,0.0,2.0,1.0,5.0,6.0,0.0
Matheus Nunes,Defender,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathew Leckie,Forward,Australia,0.0,0.0,0.1,0.0,1.0,0.0,0.0,2.0,0.0
Mathías Olivera,Defender,Uruguay,0.0,0.0,0.05,0.0,2.0,5.0,8.0,15.0,0.0
Mathieu Choiniere,Midfielder,Canada,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
Matias Fernandez-Pardo,Forward,Belgium,0.0,0.0,0.34,1.0,2.0,4.0,2.0,1.0,0.0
Matias Galarza,Midfielder,Paraguay,1.0,0.0,0.09,0.0,4.0,1.0,11.0,16.0,0.0
Matías Viña,Defender,Uruguay,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
Matt Turner,Goalkeeper,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Matthew Freese,Goalkeeper,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
Mattias Svanberg,Midfielder,Sweden,1.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
Mauricio,Midfielder,Paraguay,1.0,0.0,0.33,0.0,0.0,0.0,4.0,6.0,0.0
Max Crocombe,Goalkeeper,New Zealand,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,11.0
Maxence Lacroix,Defender,France,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Maxim De Cuyper,Defender,Belgium,0.0,0.0,1.04,1.0,2.0,3.0,2.0,16.0,0.0
Maxime Crepeau,Goalkeeper,Canada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0
Maximilian Beier,Forward,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximiliano Araújo,Defender,Uruguay,2.0,1.0,1.17,0.0,5.0,10.0,2.0,7.0,0.0
Mbekezeli Mbokazi,Defender,South Africa,0.0,0.0,0.06,0.0,0.0,2.0,4.0,7.0,0.0
Mehdi Ghayedi,Forward,Iran,0.0,0.0,0.03,0.0,0.0,1.0,1.0,1.0,0.0
Mehdi Taremi,Forward,Iran,0.0,0.0,1.3,2.0,2.0,4.0,3.0,14.0,0.0
Memphis Depay,Forward,Netherlands,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
Merchas Doski,Defender,Iraq,0.0,0.0,0.02,0.0,1.0,2.0,13.0,14.0,0.0
Merih Demiral,Defender,Türkiye,0.0,0.0,0.34,1.0,0.0,1.0,1.0,1.0,0.0
Mert Muldur,Defender,Türkiye,0.0,0.0,0.2,0.0,1.0,3.0,3.0,6.0,0.0
Meschak Elia,Forward,DR Congo,0.0,1.0,0.02,0.0,0.0,3.0,1.0,2.0,0.0
Michael Boxall,Defender,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Michael Gregoritsch,Forward,Austria,0.0,1.0,0.13,0.0,0.0,2.0,1.0,2.0,0.0
Michael Olise,Forward,France,0.0,3.0,1.03,1.0,6.0,7.0,3.0,16.0,0.0
Michal Sadilek,Midfielder,Czechia,1.0,0.0,0.52,0.0,0.0,1.0,4.0,5.0,0.0
Michel Aebischer,Midfielder,Switzerland,0.0,0.0,0.36,1.0,2.0,4.0,5.0,6.0,0.0
Micky van de Ven,Defender,Netherlands,0.0,0.0,0.02,0.0,1.0,1.0,3.0,4.0,0.0
Miguel Almiron,Forward,Paraguay,0.0,0.0,0.04,0.0,4.0,2.0,5.0,8.0,0.0
Mike Maignan,Goalkeeper,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0
Mikel Merino,Midfielder,Spain,0.0,0.0,0.15,0.0,0.0,3.0,2.0,4.0,0.0
Mikel Oyarzabal,Forward,Spain,2.0,1.0,1.32,0.0,3.0,2.0,2.0,6.0,0.0
Milad Mohammadi,Defender,Iran,0.0,0.0,0.12,0.0,4.0,2.0,7.0,7.0,0.0
Miles Robinson,Defender,USA,0.0,0.0,0.06,0.0,0.0,1.0,1.0,2.0,0.0
Miro Muheim,Midfielder,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mo Abualnadi,Defender,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Mohamed Abdelmonem,Defender,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Mohamed Amoura,Forward,Algeria,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mohamed Belhadj Mahmoud,Midfielder,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Mohamed Hany,Defender,Egypt,0.0,1.0,0.1,0.0,2.0,3.0,13.0,14.0,0.0
Mohamed Kanno,Midfielder,Saudi Arabia,0.0,0.0,0.23,1.0,1.0,0.0,8.0,9.0,0.0
Mohamed Naceur Almanai,Midfielder,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Mohamed Salah,Forward,Egypt,1.0,2.0,0.78,1.0,3.0,11.0,1.0,10.0,0.0
Mohamed Toure,Forward,Australia,0.0,0.0,0.08,0.0,2.0,1.0,1.0,2.0,0.0
Mohammad Abu Zrayq,Forward,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Al Daoud,Midfielder,Jordan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mohammad Ali Hasheesh,Defender,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Mohammad Ghorbani,Midfielder,Iran,0.0,0.0,0.17,1.0,1.0,0.0,2.0,3.0,0.0
Mohammad Mohebi,Forward,Iran,1.0,0.0,0.32,0.0,0.0,2.0,3.0,8.0,0.0
Mohammed Abu Al-Shamat,Midfielder,Saudi Arabia,0.0,0.0,0.04,0.0,0.0,0.0,3.0,7.0,0.0
Mohammed Al-Owais,Goalkeeper,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0
Mohanad Ali,Forward,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohanad Lasheen,Midfielder,Egypt,0.0,0.0,0.17,0.0,2.0,1.0,13.0,10.0,0.0
Mohannad Abu Taha,Midfielder,Jordan,0.0,0.0,0.04,0.0,4.0,1.0,9.0,22.0,0.0
Moise Bombito,Defender,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moises Caicedo,Midfielder,Ecuador,0.0,0.0,0.08,0.0,1.0,8.0,8.0,18.0,0.0
Mojmir Chytil,Forward,Czechia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Montassar Talbi,Defender,Tunisia,0.0,0.0,0.15,0.0,0.0,0.0,3.0,7.0,0.0
Morgan Rogers,Forward,England,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0
Mortadha Ben Ouanes,Midfielder,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Morten Thorsby,Midfielder,Norway,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Mory Diaw,Goalkeeper,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0
Mostafa Shobeir,Goalkeeper,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0
Mostafa Ziko,Midfielder,Egypt,1.0,1.0,0.72,0.0,0.0,4.0,2.0,11.0,0.0
Moteb Al-Harbi,Defender,Saudi Arabia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
Mousa Tamari,Forward,Jordan,1.0,1.0,0.9,0.0,5.0,2.0,2.0,5.0,0.0
Moussa Niakhaté,Defender,Senegal,0.0,0.0,0.11,0.0,1.0,0.0,2.0,5.0,0.0
Musab Al Juwayr,Midfielder,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0
Mustafa Saadoon,Defender,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nabil Bentaleb,Midfielder,Algeria,0.0,0.0,0.02,0.0,0.0,4.0,6.0,8.0,0.0
Nadiem Amiri,Midfielder,Germany,0.0,1.0,0.08,0.0,0.0,1.0,0.0,3.0,0.0
Nahuel Molina,Defender,Argentina,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,0.0
Nasser Al-Dawsari,Midfielder,Saudi Arabia,0.0,0.0,0.03,0.0,4.0,0.0,5.0,11.0,0.0
Nathan Ake,Defender,Netherlands,0.0,0.0,0.12,0.0,0.0,1.0,1.0,5.0,0.0
Nathan Ngoy,Defender,Belgium,0.0,0.0,0.05,0.0,1.0,0.0,4.0,13.0,0.0
Nathan Patterson,Defender,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
Nathan-Dylan Saliba,Midfielder,Canada,1.0,2.0,0.14,0.0,3.0,4.0,3.0,9.0,0.0
Nathanaël Mbuku,Forward,DR Congo,0.0,0.0,0.05,0.0,2.0,2.0,3.0,4.0,0.0
Nathaniel Brown,Defender,Germany,1.0,1.0,0.51,0.0,0.0,3.0,8.0,4.0,0.0
Nawaf Boushal,Defender,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Neil El Aynaoui,Midfielder,Morocco,0.0,0.0,0.39,0.0,1.0,2.0,12.0,9.0,0.0
Nélson Semedo,Defender,Portugal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
Nestory Irankunda,Forward,Australia,1.0,0.0,0.51,0.0,1.0,1.0,0.0,7.0,0.0
Neymar,Forward,Brazil,0.0,0.0,0.01,0.0,0.0,3.0,0.0,1.0,0.0
Ngal'ayel Mukau,Midfielder,DR Congo,0.0,0.0,0.02,0.0,1.0,1.0,1.0,10.0,0.0
Nico Elvedi,Defender,Switzerland,0.0,0.0,0.31,0.0,0.0,2.0,1.0,6.0,0.0
Nico O'Reilly,Defender,England,0.0,0.0,0.57,2.0,4.0,4.0,4.0,6.0,0.0
Nico Paz,Midfielder,Argentina,0.0,0.0,0.06,0.0,2.0,0.0,3.0,6.0,0.0
Nico Schlotterbeck,Defender,Germany,1.0,0.0,0.31,0.0,2.0,1.0,3.0,10.0,0.0
Nico Williams,Forward,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nicolás de la Cruz,Midfielder,Uruguay,0.0,0.0,0.18,0.0,1.0,4.0,2.0,6.0,0.0
Nicolás González,Midfielder,Argentina,0.0,1.0,0.28,1.0,1.0,1.0,0.0,2.0,0.0
Nicolas Jackson,Forward,Senegal,0.0,1.0,0.62,2.0,1.0,3.0,2.0,5.0,0.0
Nicolás Otamendi,Defender,Argentina,0.0,0.0,0.04,0.0,0.0,0.0,3.0,3.0,0.0
Nicolas Pepe,Forward,Ivory Coast,2.0,0.0,0.78,0.0,4.0,1.0,0.0,12.0,0.0
Nicolas Raskin,Midfielder,Belgium,0.0,1.0,0.0,0.0,1.0,2.0,4.0,10.0,0.0
Nicolas Seiwald,Midfielder,Austria,0.0,0.0,0.13,0.0,1.0,1.0,9.0,12.0,0.0
Nicolás Tagliafico,Defender,Argentina,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Niko Sigur,Defender,Canada,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Katic,Defender,Bosnia and Herzegovina,0.0,0.0,0.07,0.0,0.0,0.0,8.0,6.0,0.0
Nikola Vasilj,Goalkeeper,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0
Nikola Vlašić,Midfielder,Croatia,1.0,0.0,0.15,0.0,0.0,0.0,1.0,3.0,0.0
Nilson Angulo,Forward,Ecuador,1.0,0.0,0.04,0.0,6.0,2.0,1.0,11.0,0.0
Nishan Velupillay,Forward,Australia,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Nizar Mahmoud Al-Rashdan,Midfielder,Jordan,1.0,0.0,0.39,1.0,6.0,1.0,8.0,17.0,0.0
Nkosinathi Sibisi,Defender,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Noa Lang,Forward,Netherlands,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Noah Sadiki,Midfielder,DR Congo,0.0,0.0,0.0,0.0,1.0,3.0,8.0,7.0,0.0
Noni Madueke,Forward,England,0.0,0.0,0.41,1.0,1.0,6.0,2.0,4.0,0.0
Noor Al-Deen Al Rawabdeh,Midfielder,Jordan,0.0,1.0,0.03,0.0,4.0,2.0,11.0,15.0,0.0
Noussair Mazraoui,Defender,Morocco,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,0.0
Nuno Da Costa,Forward,Cape Verde,0.0,0.0,0.03,0.0,3.0,1.0,2.0,7.0,0.0
Nuno Mendes,Defender,Portugal,1.0,0.0,0.17,0.0,4.0,6.0,3.0,12.0,0.0
Obed Vargas,Midfielder,Mexico,0.0,0.0,0.02,0.0,0.0,0.0,2.0,6.0,0.0
Odeh Fakhoury,Forward,Jordan,0.0,0.0,0.06,0.0,1.0,2.0,1.0,3.0,0.0
Odiljon Khamrobekov,Midfielder,Uzbekistan,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.0,0.0
Odilon Kossounou,Defender,Ivory Coast,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0
Oguz Aydin,Forward,Türkiye,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0
Ollie Watkins,Forward,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Alderete,Defender,Paraguay,0.0,0.0,0.01,0.0,0.0,1.0,0.0,7.0,0.0
Omar Marmoush,Forward,Egypt,0.0,0.0,0.65,0.0,7.0,2.0,3.0,5.0,0.0
Omar Rekik,Defender,Tunisia,1.0,0.0,0.03,0.0,0.0,1.0,4.0,8.0,0.0
Orbelin Pineda,Midfielder,Mexico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Ørjan Nyland,Goalkeeper,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0
Orkun Kokcu,Midfielder,Türkiye,0.0,1.0,0.75,1.0,1.0,5.0,3.0,5.0,0.0
Orlando Gill,Goalkeeper,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0
Orlando Mosquera,Goalkeeper,Panama,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,7.0
Oscar Bobb,Forward,Norway,0.0,0.0,0.5,1.0,1.0,1.0,1.0,6.0,0.0
Oston Urunov,Forward,Uzbekistan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
Oswin Appollis,Forward,South Africa,0.0,0.0,0.05,0.0,3.0,0.0,4.0,7.0,0.0
Otabek Shukurov,Midfielder,Uzbekistan,0.0,0.0,0.05,0.0,1.0,1.0,3.0,16.0,0.0
Oumar Diakite,Forward,Ivory Coast,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Ousmane Dembélé,Forward,France,4.0,1.0,0.96,0.0,3.0,5.0,2.0,7.0,0.0
Ousmane Diomande,Defender,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Oussama Benbot,Goalkeeper,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Ozan Kabak,Defender,Türkiye,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0
Pablo Gavi,Midfielder,Spain,0.0,0.0,0.05,0.0,0.0,0.0,3.0,2.0,0.0
Pape Gueye,Midfielder,Senegal,2.0,1.0,0.33,0.0,0.0,3.0,3.0,13.0,0.0
Pape Matar Sarr,Midfielder,Senegal,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.0,0.0
Pascal Gross,Midfielder,Germany,0.0,0.0,0.02,0.0,0.0,1.0,2.0,1.0,0.0
Pathé Ismaël Ciss,Midfielder,Senegal,0.0,0.0,0.24,1.0,0.0,0.0,1.0,3.0,0.0
Patrick Beach,Goalkeeper,Australia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,11.0
Patrick Berg,Midfielder,Norway,0.0,1.0,0.07,0.0,2.0,2.0,1.0,4.0,0.0
Patrick Wimmer,Forward,Austria,0.0,0.0,0.09,0.0,0.0,0.0,1.0,2.0,0.0
Patrik Schick,Forward,Czechia,0.0,0.0,0.2,2.0,0.0,0.0,0.0,5.0,0.0
Pau Cubarsí,Defender,Spain,0.0,0.0,0.15,0.0,0.0,3.0,1.0,16.0,0.0
Paul Okon-Engstler,Midfielder,Australia,0.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0
Paul Wanner,Midfielder,Austria,0.0,0.0,0.14,1.0,2.0,1.0,2.0,9.0,0.0
Pavel Sulc,Forward,Czechia,0.0,0.0,0.04,0.0,3.0,1.0,2.0,9.0,0.0
Pedri,Midfielder,Spain,0.0,0.0,0.18,0.0,4.0,6.0,5.0,17.0,0.0
Pedro Miguel,Defender,Qatar,0.0,0.0,0.22,1.0,2.0,0.0,6.0,5.0,0.0
Pedro Neto,Forward,Portugal,0.0,1.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0
Pedro Porro,Defender,Spain,0.0,0.0,0.22,0.0,0.0,3.0,3.0,7.0,0.0
Pedro Vite,Midfielder,Ecuador,0.0,1.0,0.11,0.0,0.0,8.0,14.0,23.0,0.0
