PLAYER,POSITION,TEAM,GOALS,ASSISTS,xG,BCM,DRIBBLES,CHANCES_CREATED,TACKLES,RECOVERIES,SAVES
Pervis Estupinan,Midfielder,Ecuador,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Petar Musa,Forward,Croatia,1.0,0.0,0.14,0.0,0.0,0.0,3.0,1.0,0.0
Petar Sučić,Midfielder,Croatia,1.0,1.0,0.05,0.0,1.0,2.0,2.0,8.0,0.0
Philipp Lienhart,Defender,Austria,0.0,0.0,0.11,0.0,0.0,0.0,1.0,9.0,0.0
Phillipp Mwene,Midfielder,Austria,0.0,0.0,0.05,0.0,0.0,2.0,1.0,3.0,0.0
Pico,Defender,Cape Verde,0.0,0.0,0.25,0.0,0.0,0.0,5.0,5.0,0.0
Piero Hincapie,Defender,Ecuador,0.0,0.0,0.5,1.0,1.0,2.0,9.0,3.0,0.0
Prince Kwabena Adu,Forward,Ghana,0.0,0.0,0.13,1.0,0.0,0.0,0.0,3.0,0.0
Promise David,Forward,Canada,1.0,1.0,0.8,0.0,0.0,1.0,1.0,4.0,0.0
Quinten Timber,Midfielder,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Rafael Leão,Forward,Portugal,1.0,0.0,0.21,0.0,5.0,1.0,0.0,2.0,0.0
Rafik Belghali,Midfielder,Algeria,1.0,0.0,0.14,0.0,3.0,3.0,3.0,4.0,0.0
Rahman Baba,Defender,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rami Rabia,Defender,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
Ramin Rezaeian,Midfielder,Iran,2.0,1.0,0.58,1.0,1.0,6.0,6.0,11.0,0.0
Ramiz Zerrouki,Midfielder,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Ramon Sosa,Forward,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ramy Bensebaini,Defender,Algeria,0.0,0.0,0.07,0.0,1.0,0.0,8.0,16.0,0.0
Rani Khedira,Midfielder,Tunisia,0.0,0.0,0.02,0.0,0.0,0.0,3.0,3.0,0.0
Raphinha,Forward,Brazil,0.0,0.0,0.4,0.0,1.0,3.0,0.0,3.0,0.0
Raul Jimenez,Forward,Mexico,1.0,0.0,1.09,1.0,0.0,2.0,1.0,1.0,0.0
Raul Rangel,Goalkeeper,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0
Rayan,Forward,Brazil,0.0,1.0,0.65,1.0,2.0,5.0,2.0,4.0,0.0
Rayan Aït-Nouri,Defender,Algeria,0.0,0.0,0.06,0.0,6.0,0.0,10.0,9.0,0.0
Rayan Cherki,Midfielder,France,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0
Rebin Sulaka,Defender,Iraq,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.0,0.0
Redouane Halhal,Defender,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Reece James,Defender,England,0.0,0.0,0.04,0.0,0.0,2.0,2.0,8.0,0.0
Relebohile Mofokeng,Forward,South Africa,0.0,0.0,0.13,0.0,0.0,5.0,2.0,4.0,0.0
Remo Freuler,Midfielder,Switzerland,0.0,0.0,0.01,0.0,1.0,2.0,5.0,6.0,0.0
Renato Veiga,Defender,Portugal,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0
Ricardo Ade,Defender,Haiti,0.0,0.0,0.16,0.0,0.0,0.0,5.0,11.0,0.0
Ricardo Pepi,Forward,USA,0.0,0.0,0.4,0.0,1.0,2.0,1.0,4.0,0.0
Ricardo Rodriguez,Defender,Switzerland,0.0,0.0,0.0,0.0,0.0,4.0,6.0,16.0,0.0
Richard Ríos,Midfielder,Colombia,0.0,0.0,0.26,1.0,0.0,0.0,2.0,3.0,0.0
Richie Laryea,Defender,Canada,0.0,0.0,0.29,1.0,3.0,5.0,5.0,15.0,0.0
Riechedly Bazoer,Defender,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Ritsu Doan,Forward,Japan,0.0,1.0,0.02,0.0,0.0,1.0,2.0,6.0,0.0
Riyad Mahrez,Forward,Algeria,2.0,1.0,1.28,1.0,1.0,5.0,4.0,6.0,0.0
Roberto Alvarado,Forward,Mexico,0.0,2.0,0.08,0.0,3.0,6.0,6.0,6.0,0.0
Robin Hranac,Defender,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Rodri,Midfielder,Spain,0.0,0.0,0.15,0.0,2.0,4.0,9.0,17.0,0.0
Rodrigo Aguirre,Forward,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Bentancur,Midfielder,Uruguay,0.0,0.0,0.33,0.0,4.0,2.0,6.0,29.0,0.0
Rodrigo De Paul,Midfielder,Argentina,0.0,1.0,0.0,0.0,1.0,1.0,4.0,10.0,0.0
Roger Ibanez,Defender,Brazil,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
Romano Schmid,Midfielder,Austria,1.0,0.0,0.05,0.0,3.0,1.0,4.0,14.0,0.0
Romelu Lukaku,Forward,Belgium,1.0,1.0,0.81,1.0,1.0,1.0,0.0,1.0,0.0
Ronwen Williams,Goalkeeper,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0
Roshon van Eijma,Defender,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ross Stewart,Forward,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Dias,Defender,Portugal,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0
Rúben Neves,Midfielder,Portugal,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
Ruben Providence,Forward,Haiti,0.0,0.0,0.14,1.0,5.0,2.0,6.0,9.0,0.0
Ruben Vargas,Forward,Switzerland,2.0,1.0,0.98,2.0,2.0,6.0,3.0,4.0,0.0
Rustam Ashurmatov,Defender,Uzbekistan,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0
Ryan Christie,Midfielder,Scotland,0.0,0.0,0.06,0.0,0.0,0.0,5.0,8.0,0.0
Ryan Gravenberch,Midfielder,Netherlands,0.0,2.0,0.13,0.0,2.0,2.0,4.0,9.0,0.0
Ryan Mendes,Forward,Cape Verde,0.0,0.0,0.19,0.0,4.0,2.0,4.0,14.0,0.0
Ryan Thomas,Midfielder,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Saad Al Rousan,Defender,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio Mané,Forward,Senegal,0.0,1.0,0.63,1.0,6.0,9.0,3.0,10.0,0.0
Saeid Ezatolahi,Midfielder,Iran,0.0,0.0,0.55,1.0,1.0,0.0,6.0,16.0,0.0
Saleem Obaid,Defender,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Saleh Hardani,Defender,Iran,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Salem Al-Dawsari,Forward,Saudi Arabia,0.0,0.0,0.11,0.0,7.0,0.0,5.0,10.0,0.0
Salih Ozcan,Midfielder,Türkiye,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
Saman Ghoddos,Forward,Iran,0.0,0.0,0.32,0.0,1.0,1.0,7.0,8.0,0.0
Samed Bazdar,Forward,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
Samir El Mourabet,Midfielder,Morocco,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
Samir Sophian Chergui,Defender,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samú Costa,Midfielder,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Samuel Moutoussamy,Midfielder,DR Congo,0.0,0.0,0.1,0.0,1.0,2.0,9.0,7.0,0.0
Sander Berge,Midfielder,Norway,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,0.0
Santiago Arias,Defender,Colombia,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0
Santiago Gimenez,Forward,Mexico,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Sarpreet Singh,Forward,New Zealand,0.0,0.0,0.22,0.0,2.0,1.0,1.0,8.0,0.0
Saša Kalajdžić,Forward,Austria,1.0,0.0,0.29,0.0,1.0,1.0,0.0,0.0,0.0
Saud Abdulhamid,Midfielder,Saudi Arabia,0.0,0.0,0.05,0.0,1.0,1.0,11.0,12.0,0.0
Scott McKenna,Defender,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott McTominay,Midfielder,Scotland,0.0,0.0,0.92,1.0,4.0,1.0,2.0,10.0,0.0
Sead Kolasinac,Defender,Bosnia and Herzegovina,0.0,1.0,0.0,0.0,1.0,3.0,6.0,12.0,0.0
Sebastian Berhalter,Midfielder,USA,1.0,1.0,0.07,0.0,1.0,5.0,2.0,11.0,0.0
Sebastián Cáceres,Defender,Uruguay,0.0,0.0,0.15,0.0,0.0,0.0,1.0,8.0,0.0
Sebastian Tounekti,Forward,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Seko Fofana,Midfielder,Ivory Coast,0.0,0.0,0.29,0.0,1.0,1.0,0.0,5.0,0.0
Sergino Dest,Defender,USA,0.0,0.0,0.13,0.0,7.0,2.0,0.0,6.0,0.0
Sergio Rochet,Goalkeeper,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Seung Ho Paik,Midfielder,South Korea,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Shahriar Moghanlou,Forward,Iran,0.0,0.0,0.2,0.0,0.0,2.0,4.0,5.0,0.0
Sherel Constancio Floranus,Defender,Curaçao,0.0,0.0,0.12,0.0,1.0,1.0,9.0,16.0,0.0
Sherzod Esanov,Midfielder,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherzod Nasrullaev,Defender,Uzbekistan,0.0,0.0,0.08,0.0,1.0,0.0,2.0,7.0,0.0
Shogo Taniguchi,Defender,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Shoja Khalilzadeh,Defender,Iran,0.0,0.0,0.15,0.0,0.0,0.0,6.0,12.0,0.0
Shurandy Sambo,Defender,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sidny Lopes Cabral,Defender,Cape Verde,0.0,0.0,0.03,0.0,2.0,1.0,4.0,7.0,0.0
Silvan Widmer,Midfielder,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Simon Adingra,Forward,Ivory Coast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Simon Banza,Forward,DR Congo,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Siphephelo Sithole,Midfielder,South Africa,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0
Sofyan Amrabat,Midfielder,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
Son Heung-min,Forward,South Korea,0.0,0.0,1.04,1.0,3.0,2.0,1.0,7.0,0.0
Sondre Langås,Defender,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sontje Hansen,Forward,Curaçao,0.0,0.0,0.03,0.0,0.0,2.0,1.0,2.0,0.0
Soufiane Rahimi,Forward,Morocco,1.0,1.0,0.12,0.0,1.0,1.0,1.0,1.0,0.0
Stefan Posch,Defender,Austria,0.0,0.0,0.17,1.0,0.0,1.0,1.0,7.0,0.0
Stepan Chaloupek,Defender,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Stephen Eustaquio,Midfielder,Canada,0.0,0.0,0.04,0.0,1.0,4.0,4.0,13.0,0.0
Steve Kapuadi,Defender,DR Congo,0.0,0.0,0.19,0.0,0.0,2.0,1.0,6.0,0.0
Steven Moreira,Defender,Cape Verde,0.0,0.0,0.01,0.0,1.0,0.0,3.0,3.0,0.0
Stjepan Radeljic,Defender,Bosnia and Herzegovina,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.0,0.0
Sultan Al-Brake,Defender,Qatar,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
Sultan Mandash,Forward,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
Taha Abdi Ali,Midfielder,Sweden,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Tahith Chong,Forward,Curaçao,0.0,0.0,0.12,0.0,7.0,0.0,2.0,7.0,0.0
Tajon Buchanan,Forward,Canada,0.0,0.0,0.6,1.0,4.0,3.0,5.0,6.0,0.0
Takefusa Kubo,Forward,Japan,0.0,1.0,0.03,0.0,0.0,1.0,0.0,2.0,0.0
Takehiro Tomiyasu,Defender,Japan,0.0,0.0,0.19,1.0,0.0,0.0,2.0,3.0,0.0
Tani Oluwaseyi,Forward,Canada,0.0,0.0,0.28,0.0,2.0,2.0,1.0,3.0,0.0
Tarik Muharemovic,Defender,Bosnia and Herzegovina,0.0,0.0,0.18,0.0,1.0,0.0,1.0,9.0,0.0
Teboho Mokoena,Midfielder,South Africa,1.0,0.0,0.8,0.0,1.0,6.0,2.0,8.0,0.0
Telmo Arcanjo,Forward,Cape Verde,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
Tete Yengi,Forward,Australia,0.0,0.0,0.07,0.0,0.0,0.0,2.0,1.0,0.0
Teun Koopmeiners,Midfielder,Netherlands,0.0,0.0,0.16,0.0,0.0,1.0,2.0,2.0,0.0
Thalente Mbatha,Midfielder,South Africa,0.0,0.0,0.07,0.0,0.0,0.0,6.0,6.0,0.0
Thapelo Maseko,Forward,South Africa,1.0,0.0,0.53,0.0,3.0,1.0,2.0,6.0,0.0
Thelo Aasgaard,Midfielder,Norway,1.0,0.0,0.14,0.0,0.0,1.0,3.0,4.0,0.0
Themba Zwane,Forward,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Théo Bongonda,Forward,DR Congo,0.0,0.0,0.07,0.0,1.0,0.0,0.0,1.0,0.0
Theo Hernández,Defender,France,0.0,0.0,0.17,0.0,0.0,1.0,2.0,11.0,0.0
Thiago Almada,Midfielder,Argentina,0.0,0.0,0.07,0.0,1.0,1.0,5.0,9.0,0.0
Thibaut Courtois,Goalkeeper,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0
Thomas Meunier,Defender,Belgium,0.0,0.0,0.07,0.0,1.0,1.0,3.0,5.0,0.0
Thomas Partey,Midfielder,Ghana,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0
Tijjani Reijnders,Midfielder,Netherlands,0.0,1.0,0.28,1.0,1.0,5.0,0.0,9.0,0.0
Tim Payne,Defender,New Zealand,0.0,1.0,0.03,0.0,1.0,1.0,4.0,9.0,0.0
Tim Ream,Defender,USA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0
Tim Weah,Forward,USA,0.0,0.0,0.05,0.0,1.0,0.0,0.0,2.0,0.0
Timothy Castagne,Defender,Belgium,0.0,0.0,0.05,0.0,0.0,4.0,5.0,9.0,0.0
Tomás Araújo,Defender,Portugal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Tomas Chory,Forward,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Holes,Defender,Czechia,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0
Tomás Rodríguez,Forward,Panama,0.0,0.0,0.03,0.0,0.0,1.0,0.0,2.0,0.0
Tomas Soucek,Midfielder,Czechia,0.0,0.0,0.28,0.0,0.0,0.0,1.0,3.0,0.0
Tony Ralston,Defender,Scotland,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0
Torbjørn Heggem,Defender,Norway,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
Tshepang Moremi,Forward,South Africa,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Tsuyoshi Watanabe,Defender,Japan,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
Tyler Adams,Midfielder,USA,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,0.0
Tyler Bindon,Defender,New Zealand,0.0,0.0,0.59,1.0,1.0,0.0,2.0,5.0,0.0
Tyrese Noslin,Forward,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugurcan Cakir,Goalkeeper,Türkiye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0
Unai Simón,Goalkeeper,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0
Utkir Yusupov,Goalkeeper,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0
Valentín Barco,Midfielder,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Victor Lindelof,Defender,Sweden,0.0,0.0,0.33,1.0,0.0,0.0,1.0,5.0,0.0
Viktor Gyokeres,Forward,Sweden,1.0,2.0,0.92,1.0,1.0,8.0,1.0,8.0,0.0
Vinicius Junior,Forward,Brazil,4.0,1.0,3.51,2.0,7.0,5.0,2.0,6.0,0.0
Virgil van Dijk,Defender,Netherlands,1.0,1.0,0.1,0.0,0.0,1.0,1.0,7.0,0.0
Vitinha,Midfielder,Portugal,0.0,0.0,0.05,0.0,2.0,2.0,0.0,13.0,0.0
Vladimir Coufal,Defender,Czechia,0.0,1.0,0.02,0.0,2.0,7.0,1.0,9.0,0.0
Vladimir Darida,Midfielder,Czechia,0.0,0.0,0.15,0.0,2.0,0.0,1.0,5.0,0.0
Vozinha,Goalkeeper,Cape Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0
Wagner Pina,Defender,Cape Verde,0.0,0.0,0.14,0.0,1.0,2.0,0.0,3.0,0.0
Waldemar Anton,Defender,Germany,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Weston McKennie,Midfielder,USA,0.0,0.0,0.59,1.0,6.0,7.0,5.0,9.0,0.0
Wilfried Singo,Defender,Ivory Coast,0.0,1.0,0.14,0.0,5.0,1.0,1.0,11.0,0.0
William Saliba,Defender,France,0.0,0.0,0.05,0.0,0.0,0.0,1.0,5.0,0.0
Willian Pacho,Defender,Ecuador,0.0,0.0,0.07,0.0,0.0,0.0,4.0,18.0,0.0
Willy Semedo,Forward,Cape Verde,0.0,0.0,0.05,0.0,2.0,1.0,1.0,4.0,0.0
Wilson Isidor,Forward,Haiti,1.0,0.0,0.15,0.0,0.0,2.0,1.0,2.0,0.0
Xaver Schlager,Midfielder,Austria,0.0,1.0,0.01,0.0,0.0,1.0,6.0,14.0,0.0
Yahia Fofana,Goalkeeper,Ivory Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0
Yan Diomande,Forward,Ivory Coast,0.0,1.0,0.27,0.0,10.0,10.0,10.0,13.0,0.0
Yan Valery,Defender,Tunisia,0.0,0.0,0.0,0.0,4.0,2.0,3.0,5.0,0.0
Yang Hyun-Jun,Forward,South Korea,0.0,0.0,0.26,1.0,0.0,0.0,2.0,2.0,0.0
Yannick Semedo,Midfielder,Cape Verde,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Yasin Ayari,Midfielder,Sweden,2.0,0.0,0.3,1.0,2.0,4.0,5.0,12.0,0.0
Yasser Ibrahim,Defender,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0
Yassin Fortune,Forward,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazan Al-Arab,Defender,Jordan,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0
Yazeed Abu Laila,Goalkeeper,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0
Yéremy Pino,Forward,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Yoane Wissa,Forward,DR Congo,3.0,0.0,1.87,1.0,0.0,1.0,1.0,8.0,0.0
Yoel Bárcenas,Forward,Panama,0.0,0.0,0.08,0.0,3.0,2.0,2.0,15.0,0.0
Young-woo Seol,Defender,South Korea,0.0,0.0,0.1,0.0,0.0,3.0,2.0,10.0,0.0
Youri Tielemans,Midfielder,Belgium,0.0,0.0,0.13,0.0,1.0,6.0,3.0,13.0,0.0
Youssef Amyn,Forward,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Yuito Suzuki,Forward,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Yukinari Sugawara,Defender,Japan,0.0,0.0,0.17,0.0,0.0,1.0,2.0,4.0,0.0
Yunus Akgun,Forward,Türkiye,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
Yusuf Abdurisag,Forward,Qatar,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0
Yuto Nagatomo,Defender,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaid Ismail,Midfielder,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0
Zaid Tahseen,Defender,Iraq,0.0,0.0,0.12,0.0,0.0,0.0,1.0,4.0,0.0
Zeki Amdouni,Forward,Switzerland,0.0,0.0,0.02,0.0,1.0,1.0,1.0,0.0,0.0
Zeki Celik,Defender,Türkiye,0.0,0.0,0.1,1.0,0.0,0.0,5.0,9.0,0.0
Zidane Iqbal,Midfielder,Iraq,0.0,0.0,0.0,0.0,6.0,1.0,4.0,8.0,0.0
Zineddine Belaid,Defender,Algeria,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Zion Suzuki,Goalkeeper,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0
Zizo,Forward,Egypt,0.0,0.0,0.22,1.0,1.0,1.0,1.0,1.0,0.0
